short_company,th_company_name,eng_company_name,type_business,type_technology,product,type_innovation,detail,owner,province_base,address,phone_number,email,website,note,source,cluster
AbsolutePlay,บริษัท แอพโซลูท เพลย์ จำกัด,"AbsolutePlay Co., Ltd.","SW, Digital Service",,,,"บริการทางด้าน IT Information Technology, Web application Development, Application Developement (Ios/Android), เว็บแพลตฟอร์มที่คุณสามารถเรียนรู้กลยุทธ์สำหรับเกมคาสิโนที่คุณชื่นชอบทั้งหมด Poker, Slots, Blackjack, Roullete และอีกมากมาย","นางสาวสริตา วัฒนะจันทร์, นางอภิญญา เวชพงศา, นางสาวณัชฌารีย์ โตศุกลวรรณ์",กรุงเทพมหานคร,76 ซอยรามคำแหง 24 แยก 18 ถนนเสรี 1 แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240,0-2023-3885,nunthika@absoluteplay.co.th,http://absoluteplay.co.th,,,6
bluebik,บริษัท บลูบิค กรุ๊ป จำกัด,"Bluebik Group Co., Ltd.","SW, Digital Service, Digital Content","Big Data, Machine Learning, Data Science",,,"บริการให้คำปรึกษาระบบเทคโนโลยีสารสนเทศแบบครบวงจร (IT solution consulting), Management Consulting - Business performance, Business strategy formation, Marketing and branding strategy, Market entry analysis, Digital transformation, Digital marketing, Market sizing and research), Digital Delivery (end-to-end, tailor-made IT consulting services), Big Data & Advanced Analytics (Providing end to end solution for Big Data & Advance Analytics from strategy to implementation, infrastructure, machine learning algorithm to dashboard), Digital Experience Design (UX/UI design, ideation, design thinking, conversational design, tracking and measuring UX)","นายปกรณ์ เจียมสกุลทิพย์, นายพชร อารยะการกุล, นางสาวศรีแพร ธนฐิติพันธ์",กรุงเทพมหานคร,51 ถนนนราธิวาสราชนครินทร์ แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500,0-2636-7011,hello@bluebik.com,http://bluebik.com,,,6
HOCCO,บริษัท ฮอคโค จำกัด,"Hocco Co., Ltd.","SW, Digital Service, Digital Content",,,,บริการลักษณะ Digital Marketing Agency,"นางสาวเนตรทราย อิบรอฮีม, นางสาวเขมรัศมิ์ วุฒิจริยาทัศน์",กรุงเทพมหานคร,1 อาคารเอ็มไพร์ ทาวเวอร์ ชั้นที่ 47 ยูนิต 4703 ถนนสาทรใต้ แขวงยานนาวา เขตสาทร กรุงเทพมหานคร 10120,09-4264-5452,hello@hocco.co,"http://www.hocco.co, http://www.facebook.com/pg/hoccoagency",,,2
TRCLOUD,บริษัท ที.อาร์.สยามภัณฑ์ จำกัด,"T.R. Siampun Co., Ltd.","SW, Digital Service",,,,"บริการระบบการทำบัญชีด้วยโปรแกรม TRCLOUD  (ERP & Accounting Software) สำหรับธุรกิจ ร้านอาหาร, โปรแกรม TRCLOUD CRM คือระบบบริหารจัดการความสัมพันธ์ระหว่างบริษัทกับลูกค้า","นายธีระศักดิ์ สถิตวิทยากุล, นายธนกร สถิตวิทยากุล, นายธนพล สถิตวิทยากุล",กรุงเทพมหานคร,1235 ถนนรามคำแหง แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240,0-2370-1250,info@trcloud.co,http://www.trcloud.co,,,4
MB SOLUTIONS,บริษัท มิลเลนเนียม บิสซิเนส โซลูชั่น จำกัด,"Millennium Business Solutions Co., Ltd.","HW, SW, Digital Service",,,,"บริการพัฒนาระบบงานบนเครื่องคอมพิวเตอร์ บริการพัฒนาระบบเพื่อการติดต่อเชื่อมโยงข้อมูลระหว่างระบบงานที่อยู่บนเครื่องคอมพิวเตอร์ต่างประเภทกัน บริการบำรุงรักษาระบบงานบนเครื่องคอมพิวเตอร์ พัฒนาระบบเพื่อการถ่ายโอนข้อมูลจากระบบงานเดิมเข้าสู่ฐานข้อมูลเชิงสัมพันธ์ ติดตั้งและดูแลโปรแกรมสำเร็จรูปต่างๆบนเครื่องคอมพิวเตอร์เมนเฟรม เช่น Job Scheduler, CICS performance monitoring, Network Management เป็นต้น ทั้งนี้ยังรับปรึกษา ออกแบบ และวางระบบงานเพื่อรองรับกับความต้องการขององค์กร, ทางด้านฮาร์ดแวร์บริษัทยังได้ทำระบบ IQueue ระบบบริหารจัดการคิวอัตโนมัติ เป็นระบบบริหารจัดการ เพื่ออำนวยความสะดวกให้กับระบบงาน ที่เน้นในเรื่องงานบริการและการสร้างความพึงพอใจให้กับผู้ใช้บริการผ่านทางโมบายแอพ tablets (Mobile Application Android)",นายสมบัติ สมบัติกำจร,นนทบุรี,82/37 หมู่ที่ 8 หมู่บ้านศุภาลัยวิลล์รัตนาธิเบศร์-แคราย ตำบลบางกระสอ อำเภอเมืองนนทบุรี จังหวัดนนทบุรี 11000,0-2956-2358,support@mbsolutions.co.th,http://www.mbsolutions.co.th,,,4
Creative Box,บริษัท ครีเอทีฟบ็อกซ์ จำกัด,"Creative Box Co., Ltd.","SW, Digital Service",,,,"บริการด้านระบบ Cloud (Cloud Hosting, Cloud VPS) และระบบ IT อื่นๆ (Web Solution/Development, E-Mail Solution, IT Support)",นายศราวุธ รุ่งเจริญกิจ,สมุทรปราการ,83/488 หมู่ที่ 5 ตำบลบางเมืองใหม่ อำเภอเมืองสมุทรปราการ จังหวัดสมุทรปราการ 10270,08-9999-5074,support@creativebox.co.th,http://www.creativebox.co.th,,,0
SMARTCONTRACT,บริษัท สมาร์ทคอนแทรคท์ (ไทยแลนด์) จำกัด,"SmartContract (Thailand) Co., Ltd.","SW, Digital Service",,,,"บริการระบบ IT ทางด้าน Blockchain Development Solutions , Blockchain, smart contract, asset tokenization, ICO (end-to-end full service for organizing blockchain token sales (aka. ICO)), distributed ledger technology, Health Information Exchange (HIE) and Personal Health Records (PHR) platform on blockchain technology for patients, care takers, doctors, hospitals, and insurances",นายสถาพน พัฒนะคูหา,กรุงเทพมหานคร,ดรีมออฟฟิต อาคาร ซีดับเบิ้ลยู ชั้น 14 อาคารเอ 90 ถนนรัชดาภิเษก แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,09-2996-9546,hello@smartcontractthailand.com,http://www.smartcontractthailand.com,,,0
Shopee,บริษัท ช้อปปี้ (ประเทศไทย) จำกัด,"Shopee (Thailand) Co., Ltd.",SW,,,,บริการ E-Commerce Online Platform (Web/Mobile Application) &  digital financial services,"นายจื้อหมิน เฟิง, นางสาวมณีรัตน์ อนุโลมสมบัติ",กรุงเทพมหานคร,89 อาคารเอไอเอ แคปปิตอล เซ็นเตอร์ ชั้นที่ 24 ถนนรัชดาภิเษก แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400,0-2118-9195 ext 1253-5,-,http://careers.shopee.co.th,http://help.shopee.com.my/my/s/contactusform?articletitle=How-can-I-contact-Shopee-Customer-Service-1542971798630&articleId=ka06F000000Fj3aQAC,,1
Deeboon,ห้างหุ้นส่วนจำกัด ดีบุญ,"Deeboon Ltd., Part.","SW, Digital Service",,,,"บริการพัฒนาเว็บไซต์ สำหรับความต้องการของทีมการตลาด, ดูแลงาน MA ของเว็บไซต์ (Marketing Website Development, Marketing Website Maintenance (MA.))",นายเจตน์ สามารถกุล,นนทบุรี,47/402 อาคารคอนโดมิเนียมอุตสาหกรรม อาคารนาริตะ ชั้นที่ 7 ห้องเลขที่ Noo7035 ถนนป๊อปปูล่า ตำบลบ้านใหม่ อำเภอปากเกร็ด จังหวัดนนทบุรี 11120,09-1765-6679,info@websitecafe.info,http://websitecafe.co,,,5
webapp,บริษัท เว็บแอ็พพ์ จำกัด,"Webapp Co., Ltd.","SW, Digital Service, Digital Content",,,,"บริการลักษณะ digital marketing services (Direct Email Marketing, Tailor Made Application)",นายวินเชนโซ จียีโอ,กรุงเทพมหานคร,919/597 อาคารจิวเวลรี่ เทรด เซ็นเตอร์ ชั้น 48 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500,0-2069-943,webworks@webapp.asia,http://webapp.asia,,,6
MATCH ME,บริษัท แมทช์มี ดิจิทัล โซลูชั่น จำกัด,"Match Me Digital Solution Co., Ltd.","SW, Digital Content",,,,บริการแพลตฟอร์มออนไลน์ (Mobile Application) เกี่ยวกับการวัดขนาดตัวในธุรกิจแฟชั่นเสื้อผ้าสวมใส่ ช่องทางขายเสื้อผ้าผ่านมือถือ ที่ใช้เทคโนโลยี 3D-Measurement และ AI-Stylist มาช่วยให้คุณมั่นใจในการเลือกซื้อสินค้าที่พอดีกับสัดส่วนของตัวเอง,"นายภาคภูมิ พึงจิตติสานติ์, นางสาวณิชา หวังสว่างกุล, นายปิ่นพงศ์ เปรมประภา",กรุงเทพมหานคร,128/115 อาคารพญาไทพลาซ่า ชั้นที่ 11 ถนนพญาไท แขวงทุ่งพญาไท เขตราชเทวี กรุงเทพมหานคร 10400,06-2495-8899,hello@matchme.co.th,http://matchme.co.th,,,0
BE8,บริษัท เบริล 8 พลัส จำกัด,"Beryl 8 Plus Co., Ltd.","SW, Digital Service",,,,"บริการรระบบ CRM ของ Saleforce (Customer Relationship Management (CRM) on cloud computing technology, Saleforce's Partner)","นายอภิเษก เทวินทรภักติ, นางสาวนิธินาถ สินธุเดชะ, นายวศิน ศรีศุกร, นายชอน เพลเยอร์ วูลฟ์แมน",กรุงเทพมหานคร,33/4 อาคารเดอะไนน์ ทาวเวอร์ แกรนด์ พระรามเก้า (อาคารบี) ชั้นที่ 19 ถนนพระราม 9 แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,0-2116-5081,contact@beryl8.com,http://beryl8.com,,,0
101GLOBAL,บริษัท วันโอวัน โกลเบิ้ล จำกัด,"101 Global Co., Ltd.","HW, SW, Digital Service, Infrastructure","Artificial Intelligence, Image Processing, Machine Learning, Data Science",,,"บริการด้านระบบเทคโนโลยีสารสนเทศและระบบโทรคมนาคม, บริการที่ปรึกษา รับงานภาครัฐ งานช่วยเหลือสังคม บริษัทฯ มีความเชี่ยวชาญในด้านระบบการสื่อสารทั้งในระบบอินเตอร์เน็ต intranet extranet และการต่อระบบรวมถึง บริการปรึกษาแก้ไขปัญหาการติดตั้งและดูแลระบบ (Banking and Financial Solution, Telecommunication Networking, Radio Communication, Software Solutions, Broadcasting, Aviation Business, Healthcare, Security, Security Video Analytics)",นายปริวัฒน์ สุริยามาศ,กรุงเทพมหานคร,338 อาคารปรีชาคอมเพล็กซ์ อาคาร A ชั้น 10 ซอยรัชดาภิเษก 20 ถนนรัชดาภิเษก แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310,08-9999-9979,support@101g.com,http://www.101g.com,,,4
DA,บริษัท ดิจิตอล อัลเคมี่ (ประเทศไทย) จำกัด,"Digital Alchemy (Thailand) Co., Ltd.","SW, Digital Service, Digital Content","Artificial Intelligence, Big Data, Data Science",,,บริการลักษณะ digital marketing agency,"นายเรแกน ลอยด์ ยาน, นางสาวปุย กี ชุย",กรุงเทพมหานคร,173 อาคารเอเซีย เซ็นเตอร์ ชั้นที่ 12 เอ ถนนสาทรใต้ แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120,0-2343-6401,thanawit.t@digitalalchemy.asia,http://www.digitalalchemy.global,,,2
FPT,บริษัท เอฟพีที ซอฟท์แวร์ (ไทยแลนด์) จำกัด,"FPT Software( Thailand) Co., Ltd.","HW/Smart Device, SW, Digital Service,  Infrastructure",Internet of Thing,,,"บริการด้านระบบเทคโนโลยีสารสนเทศ Smart factory, Digital platform, RPA, AI, IoT, Enterprise Mobilization, Cloud, AR/VR, Embedded System, Managed service, Testing, Platform modernization, Business Applications, Application Service, BPO","นายเหงียน ชี ไทย,  นางลักษมณ ธรรมมิญช",กรุงเทพมหานคร,33/4 อาคารเดอะไนน์ ทาวเวอร์ เอ พระราม 9 ชั้น 35 ถนนพระราม 9 แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,09-1827-9252,fthai.contact@fsoft.com.vn,http://www.fpt-software.com,,,6
CSI Professional,บริษัท ซีเอสไอ โปรเฟสชั่นนอล จำกัด,"CSI Professional Co., Ltd.","SW, Digital Service",,,,บริการด้านพัฒนาซอฟต์แวร์ Software Development และจัดหาบุคคลากรเฉพาะทางด้าน IT (IT Outsourcing),"นายทีปกร ศิริวรรณ, นายวรกุล งามสระคู",กรุงเทพมหานคร,128/384 อาคารพญาไทพลาซ่า ชั้นที่ 35 ถนนพญาไท แขวงทุ่งพญาไท เขตราชเทวี กรุงเทพมหานคร 10400,08-1684-4033,info@csithailand.com,http://www.csithailand.com,,,0
Factorytalk,บริษัท แฟ็คทอรี่ทอล์ค จำกัด,"Factorytalk Co., Ltd.","HW, SW, Digital Service",,,,"บริการด้าน.ให้คำปรึกษา ออแบบ จัดหา IT Solution สำหรับงาน/ธุรกิจทางด้านการผลิตยา pharmaceutical manufacturers เช่น electronic Quality Management System (eQMS), A web based Electronic Batch Recording (EBR) software, Multi-user eSubmission production and management, Turnkey  Serialisation  solutions for Pharmaceutical Manufacturers and complete supply chain,","นายธีรพงศ์ ชีพชล, นายเดวิด มาร์เก็ตส์, นายเดวิด แซมมวล โฮลท์",กรุงเทพมหานคร,287 อาคารลิเบอร์ตี้ สแควร์ ห้อง 1204 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500,0-2630-4525,contact@factory-talk.com,http://factory-talk.com,,,0
I PLAN DIGITAL,บริษัท ไอ แพลน ดิจิตอล จำกัด,"I Plan Digital Co., Ltd.","SW, Digital Service, Digital Content","Machine Learning, Sentiment Analytics",,,"บริการลักษณะ digital marketing agency รับทำการตลาดออนไลน์ ครบวงจร บริการวางแผนการตลาดออนไลน์ และโฆษณาออนไลน์, Digital Marketing / Social Media / Digital Advertising / Retargeting, Web Development / Ecommerce, Marketing Automation, Video Production",นายชุมพล เจริญวิริยะวัฒน,กรุงเทพมหานคร,"263,265,267 ถนนกรุงธนบุรี แขวงคลองต้นไทร เขตคลองสาน กรุงเทพมหานคร 10600",08-9987-6444,hello@iplandigital.com,http://www.iplandigital.co.th,,,2
PRO ONE,บริษัท โปรเฟสชันแนลวัน จำกัด,"Professional One Co., Ltd.","Digital Service, Infrastructure",,,,"บริการด้าน IT Outsource, บริการบริหารทรัพยากรบุคคล (HR Outsourcing Service), IT Helpdesk บริการดูแลแก้ไขปัญหาระบบคอมพิวเตอร์แบบรายเดือน, บริการด้าน IT SOLUTION SERVICE (Computer Network Repair & Maintenance Service, Infrastructure, Installation, Wiring (LAN, WAN, WLAN)","นายวาริน พิริปุญโญ, นายธารา พิริปุญโญ, นางสาวชลดา พิริปุญโญ",กรุงเทพมหานคร,388 ถนนพหลโยธิน แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400,0-2619-2161,sales@professional-one.com,http://www.professional-one.com,,,0
City Hubs,บริษัท ซิตี้ฮับส์คอร์ปอเรชั่น จำกัด,"Cityhubs Corporation Co., Ltd.",SW,,,,"บริการรับพัฒนาหรือดูแล Web Site/Web Application, บริการจัดระบบ Online Training Service สำหรับองค์กร, in-house / private, บริการจัดอบรม","นายสุวิจักขณ์ ธิติกรวณิชย์, นายกษิติ พันธุ์ถนอม",กรุงเทพมหานคร,103/5 ซอยงามดูพลี แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120,08-7671-0148,cityhubs@outlook.com,http://www.cityhubs.net,,,6
Round2 Solutions,บริษัท ราวด์ ทู โซลูชั่นส์ จำกัด,"Round 2 Solutions Co., Ltd.",Digital Service,Data Science,,,"บริการให้คำปรึกษา ออกแบบ ช่วยจัดเตรียม ดำเนินการ ดัดแปลง รวมถึงดูแล ระบบ IT Solution ของลูกค้า รวมไปถึงกรบวนการทางธุรกิจ ( helping clients to prepare, implement, adopt, and sustain IT solutions and business process in order to achieve targeted business goals), (IT & Business strategy, Organization & Process design, IT platforms development, Data analytics, and Change Management.) เน้นทางด้าน ERP, Data Acquisition & Analytics, Project Management, Innovations","นายวิเชียร ลัญฉนะวณิชย์, นายณรงค์วิทย์ ตั้งปัญญารัช",กรุงเทพมหานคร,719 อาคารเคพีเอ็น ทาวเวอร์ ชั้น 10 ถนนพระราม 9 แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310,0-2717-1254,info@round2solutions.com,http://www.round2solutions.com,,,0
MAPBOSS,บริษัท แมพบอส จำกัด,"Mapboss Co., Ltd.","HW/Smart Device, SW, Digital Service",Internet of Thing,,,"บริการออกแบบติดตั้งพัฒนาระบบสารสนเทศภูมิศาสตร์และระบบสารสนเทศอื่นๆ (MIS & GIS) รวมถึงพัฒนา Web-based Application (Full Stack) และ Enterprise Location-based Application Systems, aWhere Platform - Geospatial data management software for creating, sharing maps, apps and being an enterprise’s portal for geographic information, IoT solutions, Smart Tracking Solution, Project Monitoring, Location Analysis Solution",นายภัสพล เอี่ยมสกุล,สมุทรปราการ,171/251 หมู่บ้านศุภาลัย การ์เด้นวิลล์ หมู่ที่ 6 ซอยประชาอุทิศ 131 ถนนประชาอุทิศ ตำบลบางจาก อำเภอพระประแดง จังหวัดสมุทรปราการ 10130,08-7561-9293,hr@mapboss.co.th,http://www.mapboss.co.th,,,6
CREA,บริษัท ซีอาร์อีเอ จำกัด,"CREA Co., Ltd.","SW, Digital Service, Digital Content",,,,"บริการลักษณะ digital marketing agency , Branding & Creative, Brand Online Strategy, Social Commerce, Digital Marketing,","นายอเล็กแซนดรอ บีสซินี, นายไอโมเน่ กาโล ตานเครดี้ ออตโต้เน ริปป้า ดิ เมอาน่า",กรุงเทพมหานคร,712/1 อาคารทีบีไอ ชั้นที่ 6 ถนนสุขุมวิท 26 และ 28 แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110,02-075-7688,hr@crea.asia,http://crea.asia,,,2
Fling,บริษัท ฟลิง จำกัด,"Fling Co., Ltd.","HW, SW",Robotics,"วิทยาศาสตร์, อากาศยานไร้คนขับ",ผลิตภัณฑ์,"บริการอากาศยานไร้คนขับเชิงพาณิชย์ (UAV)ครบวงจรในเขตชุมชน ออกแบบวิธีการแก้ปัญหาแบบกำหนดเองให้แก่ลูกค้า บริการขนส่งผ่านโดรน การวิเคราะห์ความเสี่ยงของกิจกรรมโดรน การรวมเซ็นเซอร์และการเก็บข้อมูล งานแสดงโดรนเชิงนวัตกรรม, Fling Drone Delivery",นายไมเคิล บรูซ เคอรี่,กรุงเทพมหานคร,100 อาคารสาธรนคร ทาวเวอร์ ชั้นที่ 9 ถนนสาทรเหนือ แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500,08-3821-1913,info@fling.asia,http://fling.asia,,http://siamrath.co.th/n/93246,4
Bossup,บริษัท บอสอัพ โซลูชั่น จำกัด,"Bossup Solution Co., Ltd.","HW, SW, Digital Service",,,,"บริการทำเว็บไซต์ โมบาย และแอปพลิเคชัน สำหรับงานดิจิทัล (Web/Mobile Application, Interactive Digital Signage, Kiosk Customization, AR/VR POS), Mywallet Digital Cardless บริการระบบบริหารจัดการสมาชิก และบัตรดิจิทัล",นายนภนัย อิ่มสมัย,นนทบุรี,20/99 หมู่ที่ 9 ซอยงามวงศ์วาน 6 ถนนงามวงศ์วาน ตำบลบางเขน อำเภอเมืองนนทบุรี จังหวัดนนทบุรี 11000,0-2580-2169,contact@bossup.co.th,http://www.bossup.co.th,,,3
Decenbase,บริษัท ดีเซนเบส จำกัด,"Decenbase Co., Ltd.","SW, Digital Service",,,,"บริการแพลตฟอร์มออนไลน์ (Online Platform, Web/Mobile/Desktop Application)","นายพงษ์วสุ ศิรประภาพงศ์, นายธัญพิสิษฐ์ แสงสำราญ, นายสิรภพ นันทยาภิรมย์",กรุงเทพมหานคร,615/53 ถนนพระรามที่ 2 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150,08-9789-6272,info@decenbase.com,http://decenbase.com,,,1
BECA and Friends Studio,บริษัท เบก้า แอนด์ เฟรนส์ สตูดิโอ จำกัด,"BECA and Friends Studio Co., Ltd.",SW,,,,"บริการผลิตและพัฒนาแอปพลิเคชันแต่งภาพ, แอปพลิเคชัน TINKS  เป็นแอปพลิเคชันแต่งภาพสำหรับ iOS",นางสาวธันยา เลิศวิชัยวรวิชย์ม นางสาวปณิวรินทร์ คงมหสันติ,กรุงเทพมหานคร,281/19-23 สีลมซอย 1 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500,-,support@tinkysapp.com,http://www.tinkys.co,,,4
inetASIA,บริษัท ไอเน็ทเอเชีย (ประเทศไทย) จำกัด,"InetAsia (Thailand) Co., Ltd.","SW, Digital Service, Digital Content","Big Data, Data Science",,,"บริการลักษณะ digital marketing agency บริการ big data solutions and analytics services, Digital/Social Media/Email Marketing, SEO, Press Release/Article Syndication, AdWords Consultancy, Web trend Analytic, SharePoint Analytics, Universal Data Hub)","นายเกรเกอรี่ เบลค สมิธ, นางสาวกัญญรัตน์ ศรีโสภา",กรุงเทพมหานคร,87 อาคารเอ็มไทยทาวเวอร์ ออลซีซั่นเพลส ชั้นที่ 16 ห้องเลขที่ 2 ถนนวิทยุ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330,0-2655-8248,hr@inetasia.com,http://www.inetasia.com,,,6
MB,บริษัท มาร์เก็ตติ้ง แบร์ จำกัด,"Marketing Bear Co., Ltd.","SW, Digital Service, Digital Content",,,,"บริการลักษณะ Online Marketing Experts Websites, Apps, SEO (Search Engine Optimization), SAO (Search Appearance Optimization) & SEM (Search Engine Marketing), Web/Mobile Application","นายยันต์ โรวีเดอร์, นายโรเบิร์ต คาร์ล โบลตัน",กรุงเทพมหานคร,3 อาคารพร้อมพันธุ์ 3 ชั้นที่ 8 ห้องเลขที่ 803-804 ซอยลาดพร้าว 3 ถนนลาดพร้าว แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900,0-2024-6632,Info@marketingbear.com,http://marketingbear.com,,,6
ITZA,บริษัท อิตซา เทค จำกัด,"ITZA Tech Co., Ltd.",SW,,,,บริการพัฒนาซอฟต์แวร์ โดยเน้นการพัฒนาเว็บแอปพลิเคชัน,นายศรัณย์ พิทักษ์สิทธิ์,กรุงเทพมหานคร,1 อาคารพร้อมพันธุ์ 2 ชั้นที่ 5 ห้องเลขที่ 500 ซอยลาดพร้าว 3 ถนนลาดพร้าว แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900,-,itza.tech.bkk@gmail.com,http://sites.google.com/view/itza,,,3
APAR,บริษัท อพาร์ เทคโนโลยีส์ (ประเทศไทย) จำกัด,"Apar Technologies (Thailand) Co., Ltd.","SW, Digital Service",Data Science,,,"บริการให้คำปรึกษาด้านระบบ ​IT, ออกแบบพัฒนาเว็บ และจัดหาบุคคลากร (technology consulting, software development & outsourcing services), TECHNOLOGY CONSULTING AND APPLICATION SERVICES, DATA MANAGEMENT AND BUSINESS INTELLIGENCE, PORTALS AND CONTENT MANAGEMENT, STAFFING AND CONSULTANCY SERVICES, ENTERPRISE APPLICATIONS AND INDUSTRY SOLUTIONS","นายไซ สุดาคาร์ กาชจาลา, นายคุชาล นาเรนดรา เดไซ",กรุงเทพมหานคร,591 อาคารสมัชชาวาณิช 2 (UBC II) ห้อง 2105-6 (B) ชั้น 21 ถนนสุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,0-2662-3700,siriporn.padwaew@apar.com,http://www.apartechnologies.com,,,6
CLOUD CONSULTING,บริษัท คลาวด์ คอนซัลติ้ง จำกัด,"Cloud Consulting Co., Ltd.","SW, Infrastructure",,,,"บริการด้าน IT infrastructure ครบวงจร (Server, Network, Storage, Information Security, Software Solution (VMWare, Cluster, NetBackup, CCTV& IP Camera)","นางสาวรุ่งนภา สายุทธ, นายสกลนพ โสมพงษากุล",กรุงเทพมหานคร,1 อาคารเอ็มไพร์ ทาวเวอร์ ชั้น 47 ห้องเลขที่ 4703 ถนนสาทรใต้ แขวงยานนาวา เขตสาทร กรุงเทพมหานคร 10120,0-2686-3471,hr@cloudconsulting.co.th,http://www.cloudconsulting.co.th,,,0
CALLVOICE,บริษัท คอลล์วอยซ์ คอมมูนิเคชั่นส์ จำกัด,"Callvoice Communications Co., Ltd.","SW, Digital Service, Infrastructure",,,,"บริการด้าน Computer Telephony เพื่อกลุ่มตลาด telecommunication และกลุ่มธุรกิจการเงิน, บริการครบวงจรทางด้านการให้คำปรึกษา วางแผน พัฒนา และ ดูแลระบบ CRM: Customer Relationship Management เช่น Contact Center Solution, IVR Solution, Fax Server Solution, CRM Solution, Quality Monitoring Solution, Workforce Optimization Solution, Unified Communication)","นายวีระ ธรรมจรัส, นายธนิตย์ ธรรมจรัส, นางสาวเรณู ธรรมจรัส, นางสาวสุดา ธรรมจรัส",กรุงเทพมหานคร,7/129 อาคารสำนักงานเซ็นทรัลปิ่นเกล้า ชั้น 19 ห้อง 1901 ถนนบรมราชชนนี แขวงอรุณอมรินทร์ เขตบางกอกน้อย กรุงเทพมหานคร 10700,0-2884-9100,contact@callvoice.co.th,http://www.callvoice.co.th,,,0
apppi,บริษัท แอพ ไพ จำกัด,"Apppi Co., Ltd.","SW, Digital Service, Digital Content",,,,"บริการลักษณะ Digital Solution (Marketing) Agency - Online marketing strategy, Social marketing, Brand engagement, Software development, Distributor and supplier, Technology consultant, Community lead program","นายวิทยา อัศวเสถียร, นางสาวรัชตวรรณ รัตนพาหิระ",กรุงเทพมหานคร,99/133 ลาดพร้าว 18 ถนนลาดพร้าว แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900,08-1651-1172,info@apppi.co,http://apppi.co,,,2
HAPPIO,บริษัท แฮปปิโอ้ จำกัด,"Happio Co., Ltd.","SW, Digital Service, Digital Content",,,,"บริการลักษณะ Digital Marketing Agency - Online Marketing, UI+UX Design, Web/Mobile Application Development","นายนที จารยะพันธุ์, นายคณิต อร่ามกิจโพธา",กรุงเทพมหานคร,36/1-3 ชั้นที่ 3 ถนนปั้น แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500,08-4770-8889,admin@happioteam.com,http://www.happioteam.com,,,2
IT ONE,บริษัท ไอทีวัน จำกัด,"IT One Co., Ltd.","SW, Digital Service",,,,"บริการด้าน IT ครบวงจร Application Services, Infrastructure Services, Information Security Services, Customer Services","นายยุทธนา เจียมตระการ, นายฮุย ชิง ลิม, นายนนทวัฒน์ พุ่มชูศรี, นายธรรมศักดิ์ เศรษฐอุดม, นายอดัม แพทเทิน เบอร์เดิร์น, นายม็อก จวง เวย",กรุงเทพมหานคร,118/1 อาคารทิปโก้ ชั้น 21-22 ถนนพระราม 6 แขวงพญาไท เขตพญาไท กรุงเทพมหานคร 10400,0-2271-5191,ITONE-CS@itone.co.th,http://www.itone.co.th,,,6
SoluniC,บริษัท โซลูนิค จำกัด,"Solunic Co., Ltd.","SW, Digital Service","Artificial Intelligence, Chatbot, Face Recognition, Face Detection, Machine Learning",,,"บริการผลิตและพัฒนาโปรแกรมของซอฟท์แวร์ต่างๆ มีความเชี่ยวชาญโปรแกรมในด้าน travel solutions เป็นพิเศษ (Face Detection, Face Recognition, Object Detection, Contextualized Voice and Chatbot Solutions, Data Deep Learning) บริการทางด้าน Online travel solutions, SkoolTime Solutions, Smart Hospital Solutions, Web application development, Desktop application development on both PC and Mac, Customized programs and other digital services, AI Solution, Internet Booking Engine Solution (IBE)",นางสาวรัชนิดา กิตติเวช,กรุงเทพมหานคร,9/212 อาคารยูเอ็มทาวเวอร์ ถนนรามคำแหง แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10240,0-2717-2219,info@solunic.com,http://www.solunic.com/home,,,6
